_id,dataCollectionDate,beachName,airTemp
14423,2024-07-14,Centre Island Beach,21
14424,2024-07-14,Ward's Island Beach,21
14425,2024-07-14,Cherry Beach,21
14426,2024-07-14,Woodbine Beaches,21
14427,2024-07-14,Kew Balmy Beach,21
14428,2024-07-14,Bluffer's Beach Park,21
13599,2024-07-15,Marie Curtis Park East Beach,22
13600,2024-07-15,Sunnyside Beach,22
13601,2024-07-15,Hanlan's Point Beach,22
13602,2024-07-15,Gibraltar Point Beach,22
13603,2024-07-15,Centre Island Beach,22
13604,2024-07-15,Ward's Island Beach,22
13605,2024-07-15,Cherry Beach,22
13606,2024-07-15,Woodbine Beaches,22
13607,2024-07-15,Kew Balmy Beach,22
13608,2024-07-15,Bluffer's Beach Park,22
16091,2024-07-16,Marie Curtis Park East Beach,21
16092,2024-07-16,Sunnyside Beach,21
16093,2024-07-16,Hanlan's Point Beach,21
16094,2024-07-16,Gibraltar Point Beach,21
16095,2024-07-16,Centre Island Beach,21
16096,2024-07-16,Ward's Island Beach,21
16097,2024-07-16,Cherry Beach,21
16098,2024-07-16,Woodbine Beaches,21
16099,2024-07-16,Kew Balmy Beach,21
16100,2024-07-16,Bluffer's Beach Park,21
13273,2024-07-17,Marie Curtis Park East Beach,21
13274,2024-07-17,Sunnyside Beach,21
13275,2024-07-17,Hanlan's Point Beach,21
13276,2024-07-17,Gibraltar Point Beach,21
13277,2024-07-17,Centre Island Beach,21
13278,2024-07-17,Ward's Island Beach,21
13279,2024-07-17,Cherry Beach,21
13280,2024-07-17,Woodbine Beaches,21
13281,2024-07-17,Kew Balmy Beach,21
13282,2024-07-17,Bluffer's Beach Park,21
13052,2024-07-18,Marie Curtis Park East Beach,17
13053,2024-07-18,Sunnyside Beach,17
13054,2024-07-18,Hanlan's Point Beach,17
13055,2024-07-18,Gibraltar Point Beach,17
13056,2024-07-18,Centre Island Beach,17
13057,2024-07-18,Ward's Island Beach,17
13058,2024-07-18,Cherry Beach,17
13059,2024-07-18,Woodbine Beaches,17
13060,2024-07-18,Kew Balmy Beach,17
13061,2024-07-18,Bluffer's Beach Park,17
16981,2024-07-19,Marie Curtis Park East Beach,15
16982,2024-07-19,Sunnyside Beach,15
16983,2024-07-19,Hanlan's Point Beach,15
16984,2024-07-19,Gibraltar Point Beach,15
16985,2024-07-19,Centre Island Beach,15
16986,2024-07-19,Ward's Island Beach,15
16987,2024-07-19,Cherry Beach,15
16988,2024-07-19,Woodbine Beaches,15
16989,2024-07-19,Kew Balmy Beach,15
16990,2024-07-19,Bluffer's Beach Park,15
13062,2024-07-20,Marie Curtis Park East Beach,18
13063,2024-07-20,Sunnyside Beach,18
13064,2024-07-20,Hanlan's Point Beach,18
13065,2024-07-20,Gibraltar Point Beach,18
13066,2024-07-20,Centre Island Beach,18
13067,2024-07-20,Ward's Island Beach,18
13068,2024-07-20,Cherry Beach,18
13069,2024-07-20,Woodbine Beaches,18
13070,2024-07-20,Kew Balmy Beach,18
13071,2024-07-20,Bluffer's Beach Park,18
13072,2024-07-21,Marie Curtis Park East Beach,20
13073,2024-07-21,Sunnyside Beach,20
13074,2024-07-21,Hanlan's Point Beach,20
13075,2024-07-21,Gibraltar Point Beach,20
13076,2024-07-21,Centre Island Beach,20
13077,2024-07-21,Ward's Island Beach,20
13078,2024-07-21,Cherry Beach,20
13079,2024-07-21,Woodbine Beaches,20
13080,2024-07-21,Kew Balmy Beach,20
13081,2024-07-21,Bluffer's Beach Park,20
13082,2024-07-22,Marie Curtis Park East Beach,19
13083,2024-07-22,Sunnyside Beach,19
13084,2024-07-22,Hanlan's Point Beach,19
13085,2024-07-22,Gibraltar Point Beach,19
13086,2024-07-22,Centre Island Beach,19
13087,2024-07-22,Ward's Island Beach,19
13088,2024-07-22,Cherry Beach,19
13089,2024-07-22,Woodbine Beaches,19
13090,2024-07-22,Kew Balmy Beach,19
13091,2024-07-22,Bluffer's Beach Park,19
15381,2024-07-23,Marie Curtis Park East Beach,22
15382,2024-07-23,Sunnyside Beach,22
15383,2024-07-23,Hanlan's Point Beach,22
15384,2024-07-23,Gibraltar Point Beach,22
15385,2024-07-23,Centre Island Beach,22
15386,2024-07-23,Ward's Island Beach,22
15387,2024-07-23,Cherry Beach,22
15388,2024-07-23,Woodbine Beaches,22
15389,2024-07-23,Kew Balmy Beach,22
15390,2024-07-23,Bluffer's Beach Park,22
12078,2024-07-24,Marie Curtis Park East Beach,22
12079,2024-07-24,Sunnyside Beach,22
12080,2024-07-24,Hanlan's Point Beach,22
12081,2024-07-24,Gibraltar Point Beach,22
12082,2024-07-24,Centre Island Beach,22
12083,2024-07-24,Ward's Island Beach,22
12084,2024-07-24,Cherry Beach,22
12085,2024-07-24,Woodbine Beaches,22
12086,2024-07-24,Kew Balmy Beach,22
12087,2024-07-24,Bluffer's Beach Park,22
14961,2024-07-25,Marie Curtis Park East Beach,17
14962,2024-07-25,Sunnyside Beach,17
14963,2024-07-25,Hanlan's Point Beach,17
14964,2024-07-25,Gibraltar Point Beach,17
14965,2024-07-25,Centre Island Beach,17
14966,2024-07-25,Ward's Island Beach,17
14967,2024-07-25,Cherry Beach,17
14968,2024-07-25,Woodbine Beaches,17
14969,2024-07-25,Kew Balmy Beach,17
14970,2024-07-25,Bluffer's Beach Park,17
15551,2024-07-26,Marie Curtis Park East Beach,17
15552,2024-07-26,Sunnyside Beach,17
15553,2024-07-26,Hanlan's Point Beach,17
15554,2024-07-26,Gibraltar Point Beach,17
15555,2024-07-26,Centre Island Beach,17
15556,2024-07-26,Ward's Island Beach,17
15557,2024-07-26,Cherry Beach,17
15558,2024-07-26,Woodbine Beaches,17
15559,2024-07-26,Kew Balmy Beach,17
15560,2024-07-26,Bluffer's Beach Park,17
17261,2024-07-27,Marie Curtis Park East Beach,18
17262,2024-07-27,Sunnyside Beach,18
17263,2024-07-27,Hanlan's Point Beach,18
17264,2024-07-27,Gibraltar Point Beach,18
17265,2024-07-27,Centre Island Beach,18
17266,2024-07-27,Ward's Island Beach,18
17267,2024-07-27,Cherry Beach,18
17268,2024-07-27,Woodbine Beaches,18
17269,2024-07-27,Kew Balmy Beach,18
17270,2024-07-27,Bluffer's Beach Park,18
17271,2024-07-28,Marie Curtis Park East Beach,20
17272,2024-07-28,Sunnyside Beach,20
17273,2024-07-28,Hanlan's Point Beach,20
17274,2024-07-28,Gibraltar Point Beach,20
17275,2024-07-28,Centre Island Beach,20
17276,2024-07-28,Ward's Island Beach,20
17277,2024-07-28,Cherry Beach,20
17278,2024-07-28,Woodbine Beaches,20
17279,2024-07-28,Kew Balmy Beach,20
17280,2024-07-28,Bluffer's Beach Park,20
15561,2024-07-29,Marie Curtis Park East Beach,21
15562,2024-07-29,Sunnyside Beach,21
15563,2024-07-29,Hanlan's Point Beach,21
15564,2024-07-29,Gibraltar Point Beach,21
15565,2024-07-29,Centre Island Beach,21
15566,2024-07-29,Ward's Island Beach,21
15567,2024-07-29,Cherry Beach,21
15568,2024-07-29,Woodbine Beaches,21
15569,2024-07-29,Kew Balmy Beach,21
15570,2024-07-29,Bluffer's Beach Park,21
14259,2024-07-30,Marie Curtis Park East Beach,24
14260,2024-07-30,Sunnyside Beach,24
14261,2024-07-30,Hanlan's Point Beach,24
14262,2024-07-30,Gibraltar Point Beach,24
14263,2024-07-30,Centre Island Beach,24
14264,2024-07-30,Ward's Island Beach,24
14265,2024-07-30,Cherry Beach,24
14266,2024-07-30,Woodbine Beaches,24
14267,2024-07-30,Kew Balmy Beach,24
14268,2024-07-30,Bluffer's Beach Park,24
16661,2024-07-31,Marie Curtis Park East Beach,23
16662,2024-07-31,Sunnyside Beach,23
16663,2024-07-31,Hanlan's Point Beach,23
16664,2024-07-31,Gibraltar Point Beach,23
16665,2024-07-31,Centre Island Beach,23
16666,2024-07-31,Ward's Island Beach,23
16667,2024-07-31,Cherry Beach,23
16668,2024-07-31,Woodbine Beaches,23
16669,2024-07-31,Kew Balmy Beach,23
16670,2024-07-31,Bluffer's Beach Park,23
13609,2024-08-01,Marie Curtis Park East Beach,23
13610,2024-08-01,Sunnyside Beach,23
13611,2024-08-01,Hanlan's Point Beach,23
13612,2024-08-01,Gibraltar Point Beach,23
13613,2024-08-01,Centre Island Beach,23
13614,2024-08-01,Ward's Island Beach,23
13615,2024-08-01,Cherry Beach,23
13616,2024-08-01,Woodbine Beaches,23
13617,2024-08-01,Kew Balmy Beach,23
13618,2024-08-01,Bluffer's Beach Park,23
14701,2024-08-02,Marie Curtis Park East Beach,24
14702,2024-08-02,Sunnyside Beach,24
14703,2024-08-02,Hanlan's Point Beach,24
14704,2024-08-02,Gibraltar Point Beach,24
14705,2024-08-02,Centre Island Beach,24
14706,2024-08-02,Ward's Island Beach,24
14707,2024-08-02,Cherry Beach,24
14708,2024-08-02,Woodbine Beaches,24
14709,2024-08-02,Kew Balmy Beach,24
14710,2024-08-02,Bluffer's Beach Park,24
17501,2024-08-03,Marie Curtis Park East Beach,24
17502,2024-08-03,Sunnyside Beach,24
17503,2024-08-03,Hanlan's Point Beach,24
17504,2024-08-03,Gibraltar Point Beach,24
17505,2024-08-03,Centre Island Beach,24
17506,2024-08-03,Ward's Island Beach,24
17507,2024-08-03,Cherry Beach,24
17508,2024-08-03,Woodbine Beaches,24
17509,2024-08-03,Kew Balmy Beach,24
17510,2024-08-03,Bluffer's Beach Park,24
12998,2024-08-04,Marie Curtis Park East Beach,21
12999,2024-08-04,Sunnyside Beach,21
13000,2024-08-04,Hanlan's Point Beach,21
13001,2024-08-04,Gibraltar Point Beach,21
13002,2024-08-04,Centre Island Beach,21
13003,2024-08-04,Ward's Island Beach,21
13004,2024-08-04,Cherry Beach,21
13005,2024-08-04,Woodbine Beaches,21
13006,2024-08-04,Kew Balmy Beach,21
13007,2024-08-04,Bluffer's Beach Park,21
13008,2024-08-05,Marie Curtis Park East Beach,22
13009,2024-08-05,Sunnyside Beach,22
13010,2024-08-05,Hanlan's Point Beach,22
13011,2024-08-05,Gibraltar Point Beach,22
13012,2024-08-05,Centre Island Beach,22
13013,2024-08-05,Ward's Island Beach,22
13014,2024-08-05,Cherry Beach,22
13015,2024-08-05,Woodbine Beaches,22
13016,2024-08-05,Kew Balmy Beach,22
13017,2024-08-05,Bluffer's Beach Park,22
13018,2024-08-06,Marie Curtis Park East Beach,19
13019,2024-08-06,Sunnyside Beach,19
13020,2024-08-06,Hanlan's Point Beach,19
13021,2024-08-06,Gibraltar Point Beach,19
13283,2024-08-06,Centre Island Beach,19
13284,2024-08-06,Ward's Island Beach,19
13285,2024-08-06,Cherry Beach,19
13286,2024-08-06,Woodbine Beaches,19
13287,2024-08-06,Kew Balmy Beach,19
13288,2024-08-06,Bluffer's Beach Park,19
14209,2024-08-07,Marie Curtis Park East Beach,18
14210,2024-08-07,Sunnyside Beach,18
14211,2024-08-07,Hanlan's Point Beach,18
14212,2024-08-07,Gibraltar Point Beach,18
14213,2024-08-07,Centre Island Beach,18
14214,2024-08-07,Ward's Island Beach,18
14215,2024-08-07,Cherry Beach,18
14216,2024-08-07,Woodbine Beaches,18
14217,2024-08-07,Kew Balmy Beach,18
14218,2024-08-07,Bluffer's Beach Park,18
15821,2024-08-08,Marie Curtis Park East Beach,22
15822,2024-08-08,Sunnyside Beach,22
15823,2024-08-08,Hanlan's Point Beach,22
15824,2024-08-08,Gibraltar Point Beach,22
15825,2024-08-08,Centre Island Beach,22
15826,2024-08-08,Ward's Island Beach,22
15827,2024-08-08,Cherry Beach,22
15828,2024-08-08,Woodbine Beaches,22
15829,2024-08-08,Kew Balmy Beach,22
15830,2024-08-08,Bluffer's Beach Park,22
12898,2024-08-09,Marie Curtis Park East Beach,22
12899,2024-08-09,Sunnyside Beach,22
12900,2024-08-09,Hanlan's Point Beach,22
12901,2024-08-09,Gibraltar Point Beach,22
12902,2024-08-09,Centre Island Beach,22
12903,2024-08-09,Ward's Island Beach,22
12904,2024-08-09,Cherry Beach,22
12905,2024-08-09,Woodbine Beaches,22
12906,2024-08-09,Kew Balmy Beach,22
12907,2024-08-09,Bluffer's Beach Park,22
13569,2024-08-10,Marie Curtis Park East Beach,17
13570,2024-08-10,Sunnyside Beach,17
13571,2024-08-10,Hanlan's Point Beach,17
13572,2024-08-10,Gibraltar Point Beach,17
13573,2024-08-10,Centre Island Beach,17
13574,2024-08-10,Ward's Island Beach,17
13575,2024-08-10,Cherry Beach,17
13576,2024-08-10,Woodbine Beaches,17
13577,2024-08-10,Kew Balmy Beach,17
13578,2024-08-10,Bluffer's Beach Park,17
13579,2024-08-11,Marie Curtis Park East Beach,17
13580,2024-08-11,Sunnyside Beach,17
13581,2024-08-11,Hanlan's Point Beach,17
13582,2024-08-11,Gibraltar Point Beach,17
13583,2024-08-11,Centre Island Beach,17
13584,2024-08-11,Ward's Island Beach,17
13585,2024-08-11,Cherry Beach,17
13586,2024-08-11,Woodbine Beaches,17
13587,2024-08-11,Kew Balmy Beach,17
13588,2024-08-11,Bluffer's Beach Park,17
13379,2024-08-12,Marie Curtis Park East Beach,16
13380,2024-08-12,Sunnyside Beach,16
13381,2024-08-12,Hanlan's Point Beach,16
13382,2024-08-12,Gibraltar Point Beach,16
13383,2024-08-12,Centre Island Beach,16
13384,2024-08-12,Ward's Island Beach,16
13385,2024-08-12,Cherry Beach,16
13386,2024-08-12,Woodbine Beaches,16
13387,2024-08-12,Kew Balmy Beach,16
13388,2024-08-12,Bluffer's Beach Park,16
12688,2024-08-13,Marie Curtis Park East Beach,17
12689,2024-08-13,Sunnyside Beach,17
12690,2024-08-13,Hanlan's Point Beach,17
12691,2024-08-13,Gibraltar Point Beach,17
12692,2024-08-13,Centre Island Beach,17
12693,2024-08-13,Ward's Island Beach,17
12694,2024-08-13,Cherry Beach,17
12695,2024-08-13,Woodbine Beaches,17
12696,2024-08-13,Kew Balmy Beach,17
12697,2024-08-13,Bluffer's Beach Park,17
15781,2024-08-14,Marie Curtis Park East Beach,17
15782,2024-08-14,Sunnyside Beach,17
15783,2024-08-14,Hanlan's Point Beach,17
15784,2024-08-14,Gibraltar Point Beach,17
15785,2024-08-14,Centre Island Beach,17
15786,2024-08-14,Ward's Island Beach,17
15787,2024-08-14,Cherry Beach,17
15788,2024-08-14,Woodbine Beaches,17
15789,2024-08-14,Kew Balmy Beach,17
15790,2024-08-14,Bluffer's Beach Park,17
16581,2024-08-15,Marie Curtis Park East Beach,18
16582,2024-08-15,Sunnyside Beach,18
16583,2024-08-15,Hanlan's Point Beach,18
16584,2024-08-15,Gibraltar Point Beach,18
16585,2024-08-15,Centre Island Beach,18
16586,2024-08-15,Ward's Island Beach,18
16587,2024-08-15,Cherry Beach,18
16588,2024-08-15,Woodbine Beaches,18
16589,2024-08-15,Kew Balmy Beach,18
16590,2024-08-15,Bluffer's Beach Park,18
17831,2024-08-16,Marie Curtis Park East Beach,20
17832,2024-08-16,Sunnyside Beach,20
17833,2024-08-16,Hanlan's Point Beach,20
17834,2024-08-16,Gibraltar Point Beach,20
17835,2024-08-16,Centre Island Beach,20
17836,2024-08-16,Ward's Island Beach,20
17837,2024-08-16,Cherry Beach,20
17838,2024-08-16,Woodbine Beaches,20
17839,2024-08-16,Kew Balmy Beach,20
17840,2024-08-16,Bluffer's Beach Park,20
14971,2024-08-17,Marie Curtis Park East Beach,21
14972,2024-08-17,Sunnyside Beach,21
14973,2024-08-17,Hanlan's Point Beach,21
14974,2024-08-17,Gibraltar Point Beach,21
14975,2024-08-17,Centre Island Beach,21
14976,2024-08-17,Ward's Island Beach,21
14977,2024-08-17,Cherry Beach,21
14978,2024-08-17,Woodbine Beaches,21
14979,2024-08-17,Kew Balmy Beach,21
14980,2024-08-17,Bluffer's Beach Park,21
14981,2024-08-18,Marie Curtis Park East Beach,22
14982,2024-08-18,Sunnyside Beach,22
14983,2024-08-18,Hanlan's Point Beach,22
14984,2024-08-18,Gibraltar Point Beach,22
14985,2024-08-18,Centre Island Beach,22
14986,2024-08-18,Ward's Island Beach,22
14987,2024-08-18,Cherry Beach,22
14988,2024-08-18,Woodbine Beaches,22
14989,2024-08-18,Kew Balmy Beach,22
14990,2024-08-18,Bluffer's Beach Park,22
14991,2024-08-19,Marie Curtis Park East Beach,15
14992,2024-08-19,Sunnyside Beach,15
14993,2024-08-19,Hanlan's Point Beach,15
14994,2024-08-19,Gibraltar Point Beach,15
14995,2024-08-19,Centre Island Beach,15
14996,2024-08-19,Ward's Island Beach,15
14997,2024-08-19,Cherry Beach,15
14998,2024-08-19,Woodbine Beaches,15
14999,2024-08-19,Kew Balmy Beach,15
15000,2024-08-19,Bluffer's Beach Park,15
15001,2024-08-20,Marie Curtis Park East Beach,13
15002,2024-08-20,Sunnyside Beach,13
15003,2024-08-20,Hanlan's Point Beach,13
15004,2024-08-20,Gibraltar Point Beach,13
15005,2024-08-20,Centre Island Beach,13
15006,2024-08-20,Ward's Island Beach,13
15007,2024-08-20,Cherry Beach,13
15008,2024-08-20,Woodbine Beaches,13
15009,2024-08-20,Kew Balmy Beach,13
15010,2024-08-20,Bluffer's Beach Park,13
15011,2024-08-21,Marie Curtis Park East Beach,12
15012,2024-08-21,Sunnyside Beach,12
15013,2024-08-21,Hanlan's Point Beach,12
15014,2024-08-21,Gibraltar Point Beach,12
15015,2024-08-21,Centre Island Beach,12
15016,2024-08-21,Ward's Island Beach,12
15017,2024-08-21,Cherry Beach,12
15018,2024-08-21,Woodbine Beaches,12
15019,2024-08-21,Kew Balmy Beach,12
15250,2024-08-21,Bluffer's Beach Park,12
14429,2024-08-22,Marie Curtis Park East Beach,14
14430,2024-08-22,Sunnyside Beach,14
14431,2024-08-22,Hanlan's Point Beach,14
14432,2024-08-22,Gibraltar Point Beach,14
14433,2024-08-22,Centre Island Beach,14
14434,2024-08-22,Ward's Island Beach,14
14435,2024-08-22,Cherry Beach,14
14436,2024-08-22,Woodbine Beaches,14
14437,2024-08-22,Kew Balmy Beach,14
14438,2024-08-22,Bluffer's Beach Park,14
17281,2024-08-23,Marie Curtis Park East Beach,16
17282,2024-08-23,Sunnyside Beach,16
17283,2024-08-23,Hanlan's Point Beach,16
17284,2024-08-23,Gibraltar Point Beach,16
17285,2024-08-23,Centre Island Beach,16
17286,2024-08-23,Ward's Island Beach,16
17287,2024-08-23,Cherry Beach,16
17288,2024-08-23,Woodbine Beaches,16
17289,2024-08-23,Kew Balmy Beach,16
17290,2024-08-23,Bluffer's Beach Park,16
13132,2024-08-24,Marie Curtis Park East Beach,17
13133,2024-08-24,Sunnyside Beach,17
13134,2024-08-24,Hanlan's Point Beach,17
13135,2024-08-24,Gibraltar Point Beach,17
13136,2024-08-24,Centre Island Beach,17
13137,2024-08-24,Ward's Island Beach,17
13138,2024-08-24,Cherry Beach,17
13139,2024-08-24,Woodbine Beaches,17
13140,2024-08-24,Kew Balmy Beach,17
13141,2024-08-24,Bluffer's Beach Park,17
16361,2024-08-25,Marie Curtis Park East Beach,17
16362,2024-08-25,Sunnyside Beach,17
16363,2024-08-25,Hanlan's Point Beach,17
16364,2024-08-25,Gibraltar Point Beach,17
16365,2024-08-25,Centre Island Beach,17
16366,2024-08-25,Ward's Island Beach,17
16367,2024-08-25,Cherry Beach,17
16368,2024-08-25,Woodbine Beaches,17
16369,2024-08-25,Kew Balmy Beach,17
16370,2024-08-25,Bluffer's Beach Park,17
17121,2024-08-26,Marie Curtis Park East Beach,18
17122,2024-08-26,Sunnyside Beach,18
17123,2024-08-26,Hanlan's Point Beach,18
17124,2024-08-26,Gibraltar Point Beach,18
17125,2024-08-26,Centre Island Beach,18
17126,2024-08-26,Ward's Island Beach,18
17127,2024-08-26,Cherry Beach,18
17128,2024-08-26,Woodbine Beaches,18
17129,2024-08-26,Kew Balmy Beach,18
17130,2024-08-26,Bluffer's Beach Park,18
11608,2024-08-27,Marie Curtis Park East Beach,22
11609,2024-08-27,Sunnyside Beach,22
11610,2024-08-27,Hanlan's Point Beach,22
11611,2024-08-27,Gibraltar Point Beach,22
11612,2024-08-27,Centre Island Beach,22
11613,2024-08-27,Ward's Island Beach,22
11614,2024-08-27,Cherry Beach,23
11615,2024-08-27,Woodbine Beaches,23
11616,2024-08-27,Kew Balmy Beach,23
11617,2024-08-27,Bluffer's Beach Park,23
16841,2024-08-28,Marie Curtis Park East Beach,23
16842,2024-08-28,Sunnyside Beach,23
16843,2024-08-28,Hanlan's Point Beach,23
16844,2024-08-28,Gibraltar Point Beach,23
16845,2024-08-28,Centre Island Beach,23
16846,2024-08-28,Ward's Island Beach,23
16847,2024-08-28,Cherry Beach,23
16848,2024-08-28,Woodbine Beaches,23
16849,2024-08-28,Kew Balmy Beach,23
16850,2024-08-28,Bluffer's Beach Park,23
16071,2024-08-29,Marie Curtis Park East Beach,17
16072,2024-08-29,Sunnyside Beach,17
16073,2024-08-29,Hanlan's Point Beach,17
16074,2024-08-29,Gibraltar Point Beach,17
16075,2024-08-29,Centre Island Beach,17
16076,2024-08-29,Ward's Island Beach,17
16077,2024-08-29,Cherry Beach,17
16078,2024-08-29,Woodbine Beaches,17
16079,2024-08-29,Kew Balmy Beach,17
16080,2024-08-29,Bluffer's Beach Park,17
16611,2024-08-30,Marie Curtis Park East Beach,19
16612,2024-08-30,Sunnyside Beach,19
16613,2024-08-30,Hanlan's Point Beach,19
16614,2024-08-30,Gibraltar Point Beach,19
16615,2024-08-30,Centre Island Beach,19
16616,2024-08-30,Ward's Island Beach,19
16617,2024-08-30,Cherry Beach,16
16618,2024-08-30,Woodbine Beaches,16
16619,2024-08-30,Kew Balmy Beach,16
16620,2024-08-30,Bluffer's Beach Park,16
11848,2024-08-31,Marie Curtis Park East Beach,22
11849,2024-08-31,Sunnyside Beach,22
11850,2024-08-31,Hanlan's Point Beach,22
11851,2024-08-31,Gibraltar Point Beach,22
11852,2024-08-31,Centre Island Beach,22
11853,2024-08-31,Ward's Island Beach,22
11854,2024-08-31,Cherry Beach,21
11855,2024-08-31,Woodbine Beaches,21
11856,2024-08-31,Kew Balmy Beach,21
11857,2024-08-31,Bluffer's Beach Park,21
14848,2024-09-01,Marie Curtis Park East Beach,20
14849,2024-09-01,Sunnyside Beach,20
14850,2024-09-01,Hanlan's Point Beach,20
14851,2024-09-01,Gibraltar Point Beach,20
14852,2024-09-01,Centre Island Beach,20
14853,2024-09-01,Ward's Island Beach,20
14854,2024-09-01,Cherry Beach,20
14855,2024-09-01,Woodbine Beaches,20
14856,2024-09-01,Kew Balmy Beach,20
14857,2024-09-01,Bluffer's Beach Park,20
14858,2024-09-02,Marie Curtis Park East Beach,13
14859,2024-09-02,Sunnyside Beach,13
14860,2024-09-02,Hanlan's Point Beach,13
14861,2024-09-02,Gibraltar Point Beach,13
14862,2024-09-02,Centre Island Beach,13
14863,2024-09-02,Ward's Island Beach,13
14864,2024-09-02,Cherry Beach,13
14865,2024-09-02,Woodbine Beaches,13
14866,2024-09-02,Kew Balmy Beach,13
14867,2024-09-02,Bluffer's Beach Park,13
14868,2024-09-03,Marie Curtis Park East Beach,14
14869,2024-09-03,Sunnyside Beach,14
14870,2024-09-03,Hanlan's Point Beach,14
14871,2024-09-03,Gibraltar Point Beach,14
14872,2024-09-03,Centre Island Beach,14
14873,2024-09-03,Ward's Island Beach,14
14874,2024-09-03,Cherry Beach,14
14875,2024-09-03,Woodbine Beaches,14
14876,2024-09-03,Kew Balmy Beach,14
14877,2024-09-03,Bluffer's Beach Park,14
17901,2024-09-04,Marie Curtis Park East Beach,13
17902,2024-09-04,Sunnyside Beach,13
17903,2024-09-04,Hanlan's Point Beach,13
17904,2024-09-04,Gibraltar Point Beach,13
17905,2024-09-04,Centre Island Beach,13
17906,2024-09-04,Ward's Island Beach,13
17907,2024-09-04,Cherry Beach,13
17908,2024-09-04,Woodbine Beaches,13
17909,2024-09-04,Kew Balmy Beach,13
17910,2024-09-04,Bluffer's Beach Park,13
14219,2024-09-05,Marie Curtis Park East Beach,18
14220,2024-09-05,Sunnyside Beach,18
14221,2024-09-05,Hanlan's Point Beach,18
14222,2024-09-05,Gibraltar Point Beach,18
14223,2024-09-05,Centre Island Beach,18
14224,2024-09-05,Ward's Island Beach,18
14225,2024-09-05,Cherry Beach,16
14226,2024-09-05,Woodbine Beaches,16
14227,2024-09-05,Kew Balmy Beach,16
14228,2024-09-05,Bluffer's Beach Park,16
15471,2024-09-06,Marie Curtis Park East Beach,20
15472,2024-09-06,Sunnyside Beach,20
15473,2024-09-06,Hanlan's Point Beach,20
15474,2024-09-06,Gibraltar Point Beach,20
15475,2024-09-06,Centre Island Beach,20
15476,2024-09-06,Ward's Island Beach,20
15477,2024-09-06,Cherry Beach,20
15478,2024-09-06,Woodbine Beaches,20
15479,2024-09-06,Kew Balmy Beach,20
15480,2024-09-06,Bluffer's Beach Park,20
14711,2024-09-07,Marie Curtis Park East Beach,13
14712,2024-09-07,Sunnyside Beach,13
14713,2024-09-07,Hanlan's Point Beach,13
14714,2024-09-07,Gibraltar Point Beach,13
14715,2024-09-07,Centre Island Beach,13
14716,2024-09-07,Ward's Island Beach,13
14717,2024-09-07,Cherry Beach,13
14898,2024-09-07,Woodbine Beaches,13
14899,2024-09-07,Kew Balmy Beach,13
14900,2024-09-07,Bluffer's Beach Park,13
12008,2024-09-08,Marie Curtis Park East Beach,9
12009,2024-09-08,Sunnyside Beach,9
12010,2024-09-08,Hanlan's Point Beach,9
12011,2024-09-08,Gibraltar Point Beach,9
12012,2024-09-08,Centre Island Beach,9
12013,2024-09-08,Ward's Island Beach,9
12014,2024-09-08,Cherry Beach,9
12015,2024-09-08,Woodbine Beaches,9
12016,2024-09-08,Kew Balmy Beach,9
12017,2024-09-08,Bluffer's Beach Park,9
